kategorie	id	gold_span	vorhersage	satz	notiz	befund
zu lang	test_2743	motivated	motivated for the work	You are motivated for the work	Ergänzung rechts dazu: „for the work“	ZL: Ergänzung rechts angehängt
zu lang	test_1737	Design	Design write code and modify	Design write code and modify . NET services and APIs according to	über „and“ verbunden (+write code and modify)	ZL: Koordination über and
zu lang	test_1036	innovation and engineering practices	solving business problems through innovation and engineering practices	As an experienced member of our Software Engineering Group we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices .	zwei Gold-Spans über „through“ verschmolzen	ZL: Spans verschmolzen
zu lang	test_1679	developing	developing an integral application	You'll have a key role in a digital transformation project for one of our major public sector customers developing an integral application to interface across several other governmental departments .	Ergänzung rechts dazu: „an integral application“	ZL: Ergänzung rechts angehängt
zu lang	test_2783	work both independently and collaboratively	work both independently and collaboratively on tasks	Your key tasks will be to develop new ideas which create value and manage risk from the sale and purchase of power work both independently and collaboratively on tasks to deliver team objectives coordinate tender responses and participate in contract negotiations build and maintain good working relationships with internal stakeholders and external counterparts take an active role in acquiring knowledge and developing understanding to support team activities .	Ergänzung rechts dazu: „on tasks“	ZL: Ergänzung rechts angehängt
zu lang	test_2322	critical thinking	analytical and critical thinking skills	Strategic thinker with excellent analytical and critical thinking skills .	über „and“ verbunden (+analytical and)	ZL: Koordination über and
zu lang	test_1867	communicate	communicate effectively on both a technical and business level	• Must have excellent verbal and written skills being able to communicate effectively on both a technical and business level	Ergänzung rechts dazu: „effectively on …“	ZL: Ergänzung rechts angehängt
zu lang	test_3109	adjustments to equipment and machines	Troubleshooting and adjustments to equipment and machines	Troubleshooting and adjustments to equipment and machines .	über „and“ verbunden (+Troubleshooting and)	ZL: Koordination über and
zu lang	test_2475	benchmarks	competitor analysis and benchmarks	In the position as Pricing Specialist you will have an important role by supporting the Electricity Sales team by carrying out pricing calculations competitor analysis and benchmarks .	über „and“ verbunden (+competitor analysis and)	ZL: Koordination über and
zu lang	test_3362	leadership	leadership skills	Strong leadership skills - YOU are in charge of the group you are taking out Support to our corporate events where you will be assiting with teambuilding excercises etc .	Modifikator/Kopf dazu: „skills“	ZL: Modifikator angehängt
zu lang	test_2807	Dialogue and follow-up with research vendors	Dialogue and follow-up with research vendors -	- Dialogue and follow-up with research vendors - Contribute to insights communication to stakeholders	nur „-“ zu viel – Artefakt	Artefakt Satzzeichen
zu lang	test_1925	innovation and engineering practices	solving business problems through innovation and engineering practices	As a member of our <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> we look first and foremost for people who are passionate about solving business problems through innovation and engineering practices .	zwei Gold-Spans über „through“ verschmolzen	ZL: Spans verschmolzen
zu lang	test_3166	independently	Work independently and proactively	To be considered for this position it is important that you: Have a forklift license Work independently and proactively Set high standards for your work Are a flexible and helpful colleague Focus on work environment	über „and“ verbunden (+and proactively)	ZL: Koordination über and
zu lang	test_2506	monitoring the animals health	monitoring the animals health and others	The tasks can be feeding moving castration insemination monitoring the animals health and others .	über „and“ verbunden (+and others)	ZL: Koordination über and
zu lang	test_1493	quality and responsibility	awareness of quality and responsibility	High awareness of quality and responsibility	Modifikator/Kopf dazu: „awareness of“	ZL: Modifikator angehängt
zu lang	test_3044	cold calling	canvassing cold calling and booking meetings on the phone	You thrive with sales canvassing cold calling and booking meetings on the phone .	über „and“ verbunden (+canvassing … and booking …)	ZL: Koordination über and
zu lang	test_2316	identifying managing and minimizing technical debt	identifying managing and minimizing technical debt in the platform	Collaborate with the other architects and senior devs on identifying managing and minimizing technical debt in the platform	Ergänzung rechts dazu: „in the platform“	ZL: Ergänzung rechts angehängt
zu lang	test_3205	contribute	analyse and contribute	analyse and contribute to solve biological/mathematical challenges .	über „and“ verbunden (+analyse and)	ZL: Koordination über and
zu lang	test_1093	innovation & engineering practices	solving business problems through innovation & engineering practices	As an experienced member of our Software Engineering Group we look first and foremost for people who are passionate around solving business problems through innovation & engineering practices .	zwei Gold-Spans über „through“ verschmolzen	ZL: Spans verschmolzen
zu lang	test_182	solving business problems	solving business problems through innovation & engineering practices	As a member of our <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> we look first and foremost for people who are passionate around solving business problems through innovation & engineering practices .	zwei Gold-Spans über „through“ verschmolzen	ZL: Spans verschmolzen
zu lang	test_3029	manage the international sales	pro-actively manage the international sales	Responsible for your own lead generation appointment setting proposal development and presentation you will pro-actively manage the international sales for <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> .	Modifikator/Kopf dazu: „pro-actively“	ZL: Modifikator angehängt
zu lang	test_1552	analysis of test results	Testing and analysis of test results	Testing and analysis of test results	über „and“ verbunden (+Testing and)	ZL: Koordination über and
zu lang	test_2862	motivate and set the direction	motivate and set the direction for your employees?	Can you motivate and set the direction for your employees?	Ergänzung rechts dazu: „for your employees?“	ZL: Ergänzung rechts angehängt
verschoben	test_1396	happy to share your valuable insights	share your valuable insights with customers	You develop an in-depth understanding of the domains and the requirements of individual projects and you are happy to share your valuable insights with customers and offer them professional advice .	Haltung links weg, Ergänzung rechts dazu	VS: Haltung weg, PP dazu
verschoben	test_802	able to explain concepts	explain concepts to others	You're both a good listener and able to explain concepts to others .	Haltung links weg, Ergänzung rechts dazu	VS: Haltung weg, PP dazu
verschoben	test_2513	desire to work with pigs	work with pigs -	You must have: - A valid driving license - The desire to work with pigs - A little experience with the job	Haltung links weg, Ergänzung rechts dazu	VS: Haltung weg, PP dazu
verschoben	test_2746	work professionally with high quality	do your work professionally	You do your work professionally with high quality	anderer Ausschnitt derselben Aussage	VS: sonstiges
verschoben	test_2967	enjoy working in a dynamic environment	working in a dynamic environment with unpredictable duties	In addition you enjoy working in a dynamic environment with unpredictable duties .	Haltung links weg, Ergänzung rechts dazu	VS: Haltung weg, PP dazu
verschoben	test_578	tune solution / reports for better performance	recommend optimizations tune solution / reports	Troubleshoot issues recommend optimizations tune solution / reports for better performance .	Grenze in Aufzählung ohne Kommas verrutscht	VS: Aufzählung ohne Trennzeichen
verschoben	test_3072	effective pairing	pairing on tasks with developers testers and DevOps	Personal adherence to development standards and best practices for software development and review of colleagues code Being an exemplar of progressive development behaviours; maximizing collaboration and knowledge sharing through effective pairing on tasks with developers testers and DevOps Creation of POCs / Spike development and active involvement in technology evaluation	„effective“ weg, Ergänzung rechts dazu	VS: Haltung weg, PP dazu
verschoben	test_982	willingness to learn	learn joy of communication and independent cooperation	Structured and result-oriented way of working as well as willingness to learn joy of communication and independent cooperation	Grenze in Aufzählung ohne Kommas verrutscht	VS: Aufzählung ohne Trennzeichen
verschoben	test_2445	presentation skills	communication and presentation	You have a good understanding of risk assessment tools ( PFMEA process mapping etc. ) You possess good communication and presentation skills in English both written and verbal	Grenze in Aufzählung ohne Kommas verrutscht	VS: Aufzählung ohne Trennzeichen
verschoben	test_2774	Big picture Thinking	Thinking Deep Dive Customer Obsession	Energetic willing and able to find compromises between multiple and sometimes conflicting interests Strategic mindset Big picture Thinking Deep Dive Customer Obsession Deliver Results Ownership and Implementation .	Grenze in Aufzählung ohne Kommas verrutscht	VS: Aufzählung ohne Trennzeichen
verschoben	test_3110	process plants on board vessels	Start-up and commissioning of machinery and process plants	Start-up and commissioning of machinery and process plants on board vessels .	anderer Ausschnitt, Liste ohne Kommas	VS: Aufzählung ohne Trennzeichen
verschoben	test_1737	modify . NET services and APIs	Design write code and modify	Design write code and modify . NET services and APIs according to	Grenze in Aufzählung ohne Kommas verrutscht	VS: Aufzählung ohne Trennzeichen
zersplittert	test_2989	embrace work load enthusiastically	embrace work load | enthusiastically	You embrace work load enthusiastically and you are comfortable with a fast paced quickly changing work environment with this great mixture of technical and business skills can articulate the vision in the way others will understand and what ‘s more important will follow it .	Adverb abgetrennt	ZS: sonstiges
zersplittert	test_889	identify record document thoroughly and track bugs	identify record document thoroughly | track bugs	You will identify record document thoroughly and track bugs .	an „and“ zerteilt	ZS: an and zerteilt
