kategorie	id	gold_span	vorhersage	satz	notiz	befund
uebersehen	test_696	Networking		Networking Communication and Persuasion: Ability to persuade others build and maintain positive and trustworthy relationships on all organizational levels in the context of high-pressure and rapidly changing environment .	nominal, übersehen	UE: nominal
falscher Alarm	test_2435		enables cost optimized construction solutions	In relation to construction our responsibilities are to: Develop construction concepts for new <ORGANIZATION> products in collaboration with <ORGANIZATION> designers Ensure that market requirements and best practice is included in <ORGANIZATION> design To drive new product development to ensure <ORGANIZATION> design enables cost optimized construction solutions and ensure full value chain perspective in new products Optimize construction in terms of cost reduction and quality improvements Collection of improvement suggestions and best practice from a range of global stakeholders Responsibilities	beschreibt produkt/tool, nicht bewerber	FA: Kontext falsch
falscher Alarm	test_579		Participate in scrum meetings	Participate in scrum meetings sprint planning code reviews etc .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_1869		work ethic	• Must have excellent work ethic and be detail oriented and be able to work independently .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_1486		participating in innovation projects	At the same time you can give free rein to your ideas by actively participating in innovation projects and realize exciting projects in a team .	angebot der firma, nicht bewerber (xlmr gleich)	FA: Kontext falsch
falscher Alarm	test_2084		improve decision making	Drive the implementation of new forecasting algorithms and tooling which improve decision making for the Revenue Management team .	beschreibt produkt/tool, nicht bewerber	FA: Kontext falsch
falscher Alarm	test_2821		communication with foreign vendors and stakeholders	It is expected that you use English in your reporting and communication tasks as well as in your communication with foreign vendors and stakeholders .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_2797		business and analytical mindset	Student Worker with a business and analytical mindset	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_2888		work with people	As you will work with people at all levels of the organization it is important to have good communication and collaboration skills .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_126		enhance and maintain our evolving automation pipelines and environments	You will work in <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> to help enhance and maintain our evolving automation pipelines and environments .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_3214		adhere to the European code of conduct for research integrity	Enjoy science and adhere to the European code of conduct for research integrity .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_1179		develop new features	As a part of the Games Team you will have the opportunity to work closely with other programmers designers and artists to develop new features for two of our biggest and most popular games Lily's Garden .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_2908		support research activities	Your tasks The major tasks of the Laboratory Technician/Medical Laboratory Technologist will be to support research activities that involve: Maintaining cell lines that are in use for the team projects including human embryonic stem cells .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_1391		role model	As a developer your infectious enthusiasm and professional attitude make you a role model for your project team .	„role model“ = folge, kein skill	FA: Kontext falsch
falscher Alarm	test_807		challenge us	Above all you’re a pragmatist who’s willing to challenge us as well as yourself .	eigentlich skill, xlmr hat das auch	FA: Annotationslücke
falscher Alarm	test_1403		high level of awareness	At the same time you have a high level of awareness when it comes to quality and you possess the necessary skills such as testing at various levels in an agile environment and test automation .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_1865		testing of Mainframe and batch related applications	• Knowledge in testing of Mainframe and batch related applications is preferred .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_3475		enthusiasm	3 years ) and enthusiasm in working with audio engineering in the interface towards a DSP team .	eigenschaft, gold uneinheitlich	FA: Adjektiv
falscher Alarm	test_2779		problem solving?	Are you passionate about renewable ener gy and enjoy problem solving?	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_1176		passionate	Are you a passionate game developer with a flair for gameplay and a good aesthetic know-how?	eigenschaft, gold uneinheitlich	FA: Adjektiv
falscher Alarm	test_2471		innovative	As a Pricing Specialist you will join a professional working environment characterized by being ambitious proactive and innovative .	eigenschaft, gold uneinheitlich	FA: Adjektiv
falscher Alarm	test_2451		have a broad interface	You will have a broad interface and work closely with people from all over the organization and on all organizational levels .	rollenbeschreibung, kein skill (xlmr gleich)	FA: Kontext falsch
falscher Alarm	test_1098		implementation and support of a new global strategic performance platform	This candidate will be a software engineer for the implementation and support of a new global strategic performance platform .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_677		work out the solution	Takes care of aligning the teams around the technical orientation and connects with the teams in order to evaluate the different technical alternatives and work out the solution	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_2765		Running and aligning digital supply chain initiatives	Running and aligning digital supply chain initiatives	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_1290		heart and drive	We hire smart creative and humble people who possess a lot of heart and drive – and who value and build relationships in everything they do .	eigenschaft, gold uneinheitlich	FA: Adjektiv
falscher Alarm	test_1855		Understand operational processes	• Understand operational processes in order to provide solutions which improve operational efficiency	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_2245		contributing to the overall experience and architecture	You’ll be working in a cross-functional team contributing to the overall experience and architecture .	eigentlich skill, gold fehlt?	FA: Annotationslücke
falscher Alarm	test_1391		infectious	As a developer your infectious enthusiasm and professional attitude make you a role model for your project team .	eigenschaft, gold uneinheitlich	FA: Adjektiv
falscher Alarm	test_697		Teamwork:	Teamwork: Able to share knowledge engage in discussions and group decision-making .	überschrift „Teamwork:“ inkl. doppelpunkt	FA: Annotationslücke
falscher Alarm	test_1867		verbal and written skills	• Must have excellent verbal and written skills being able to communicate effectively on both a technical and business level	eigentlich skill, gold fehlt?	FA: Annotationslücke
zu kurz	test_2948	tick each task off the list	tick each task	Your working day will typically be busy and you will need to prioritise incoming requests and tick each task off the list as you complete them .	partikel „off the list“ fehlt	ZK: Ergänzung rechts weg
zu kurz	test_2706	work constructively towards reaching goals	work constructively	Result oriented and work constructively towards reaching goals .	bricht vor „towards“ ab	ZK: bricht vor Präposition ab
zu kurz	test_520	Develop interfaces to ERP and POS software providers	Develop interfaces	Develop interfaces to ERP and POS software providers and work on ETL pipelines to integrate our customers data bases .	bricht vor „to“ ab	ZK: bricht vor Präposition ab
zu kurz	test_2750	good colleague	colleague	You are a good colleague	„good“ vorne fehlt	ZK: Modifikator links weg
zu kurz	test_1176	aesthetic know-how?	aesthetic	Are you a passionate game developer with a flair for gameplay and a good aesthetic know-how?	„know-how“ fehlt, nur adjektiv	ZK: Kopfnomen rechts weg
zu kurz	test_696	Ability to persuade others	persuade others	Networking Communication and Persuasion: Ability to persuade others build and maintain positive and trustworthy relationships on all organizational levels in the context of high-pressure and rapidly changing environment .	„Ability to“ vorne fehlt	ZK: Rahmen/Haltung links weg
zu kurz	test_2435	Ensure that market requirements and best practice is included	Ensure that market requirements and best practice	In relation to construction our responsibilities are to: Develop construction concepts for new <ORGANIZATION> products in collaboration with <ORGANIZATION> designers Ensure that market requirements and best practice is included in <ORGANIZATION> design To drive new product development to ensure <ORGANIZATION> design enables cost optimized construction solutions and ensure full value chain perspective in new products Optimize construction in terms of cost reduction and quality improvements Collection of improvement suggestions and best practice from a range of global stakeholders Responsibilities	„is included“ fehlt → kein ganzer satz mehr	ZK: Ergänzung rechts weg
zu kurz	test_804	demonstrate interest in technologies that are beyond the scope of your daily workflow	demonstrate interest in technologies	You're able to demonstrate interest in technologies that are beyond the scope of your daily workflow .	relativsatz hinten fehlt	ZK: Ergänzung rechts weg
zu kurz	test_3206	Use software for instrument control	Use software	Use software for instrument control e.g .	bricht vor „for“ ab	ZK: bricht vor Präposition ab
zu kurz	test_3070	contribution to the creation of automation in higher levels of the test pyramid	creation of automation	Hands-on development of unit tests across all developed components and contribution to the creation of automation in higher levels of the test pyramid	nur ein stück aus der mitte	ZK: nur Kern übrig
zu kurz	test_2848	Show initiative	initiative	Show initiative and like a work day where the tasks are varied	„Show“ vorne fehlt	ZK: Rahmen/Haltung links weg
zu kurz	test_2775	independent working style	independent	Digital Savvy and experienced in fields like data analytics process transformation IoT ( Industrial Automation ) and new business models ( e-commerce startups agile ) Excellent communication presentation and facilitation skills Well-structured and independent working style Willingness to travel For further information about the position please contact Snr VP <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <NAME> <NAME> <NAME> <CONTACT> <CONTACT> <CONTACT> <NAME> <NAME> <NAME> Head DBS manufacturing on <CONTACT> <CONTACT> <CONTACT> .	„working style“ fehlt, nur adjektiv	ZK: Kopfnomen rechts weg
zu kurz	test_3108	general technical support	technical support	Support to customers and general technical support .	„general“ vorne fehlt	ZK: Modifikator links weg
zu kurz	test_3501	take initial contact to potential clients	take initial contact	Due to this we are looking for a <PROFESSION> <PROFESSION> to research the market and take initial contact to potential clients .	bricht vor „to“ ab	ZK: bricht vor Präposition ab
zu kurz	test_1184	not afraid to be critical	critical	It is therefore important to us that you are not only very self-driven and open-minded but that you are also not afraid to be critical ( in a constructive way of course ) and to collaborate with your colleagues to find solutions .	„not afraid to be“ vorne fehlt	ZK: Rahmen/Haltung links weg
zu kurz	test_2945	use your service skills to assist them as efficiently as possible	service skills	Your primary task will be to familiarise yourself with your colleagues' situation and use your service skills to assist them as efficiently as possible .	nur ein stück aus der mitte	ZK: nur Kern übrig
zu kurz	test_2989	technical and business skills	business	You embrace work load enthusiastically and you are comfortable with a fast paced quickly changing work environment with this great mixture of technical and business skills can articulate the vision in the way others will understand and what ‘s more important will follow it .	nur ein stück aus der mitte	ZK: nur Kern übrig
zu kurz	test_2707	Good at acquiring new skills	acquiring new skills	Good at acquiring new skills and using them actively to improve your performance .	„Good at“ vorne fehlt	ZK: Rahmen/Haltung links weg
zu kurz	test_3088	Proactive contribution to continual improvements	contribution to continual improvements	Proactive contribution to continual improvements within your team through both active participation in retrospectives and from engagement with cross team bestpractice communities	„Proactive“ vorne fehlt	ZK: Modifikator links weg
zu kurz	test_3425	complex coordination	coordination	As such you are capable of providing ideas and input for optimization of our total supply chain set up and handle hands-on planning tasks including complex coordination .	„complex“ vorne fehlt	ZK: Modifikator links weg
zu kurz	test_1190	Participating in the development of performant and rigid systems	development of performant and rigid systems	Participating in the development of performant and rigid systems	„Participating in“ vorne fehlt	ZK: Rahmen/Haltung links weg
zu kurz	test_3077	work and communicate across geographical and cultural borders	communicate across geographical and cultural borders	You will work and communicate across geographical and cultural borders that will enable you to build a strong professional network .	„work and“ vorne fehlt	ZK: Koordination abgeschnitten
zu kurz	test_286	enjoy working in a team	working in a team	You are a good communicator and enjoy working in a team	„enjoy“ vorne fehlt	ZK: Rahmen/Haltung links weg
zu kurz	test_2964	prioritising your tasks and identifying those that are the most important	prioritising your tasks	You take a structured approach to work and are skilled in prioritising your tasks and identifying those that are the most important .	bricht vor „and“ ab	ZK: Koordination abgeschnitten
zu kurz	test_3528	enabling the software to create value	enabling the software	You have a minimum of 10 years of experience working with PLM and ERP systems and you must have previous experience in capturing requirements from large organizations and architecting value creating solutions for the business You have extensive technical knowledge of the system capabilities and experience in enabling the software to create value in the organization as well as a deep understanding of processes and their lifecycles across the lifespan of a Wind Turbine 25+ years .	„to create value“ fehlt	ZK: Ergänzung rechts weg
zu kurz	test_3106	Preventive maintenance of supplied equipment and machines	maintenance of supplied equipment and machines	About the job Preventive maintenance of supplied equipment and machines .	„Preventive“ vorne fehlt	ZK: Modifikator links weg
zu kurz	test_1682	assist in developing design specifications	developing design specifications	Work with business product owners and business analysts to elicit requirements & assist in developing design specifications to maximise the benefit of Dynamics 365 .	„assist in“ vorne fehlt	ZK: Rahmen/Haltung links weg
zu kurz	test_2313	high-quality well-tested and scalable code	and scalable code	Contribute to the team's work with high-quality well-tested and scalable code	nur ein stück aus der mitte	ZK: nur Kern übrig
zu kurz	test_2783	manage risk from the sale and purchase of power	manage risk	Your key tasks will be to develop new ideas which create value and manage risk from the sale and purchase of power work both independently and collaboratively on tasks to deliver team objectives coordinate tender responses and participate in contract negotiations build and maintain good working relationships with internal stakeholders and external counterparts take an active role in acquiring knowledge and developing understanding to support team activities .	bricht vor „from“ ab	ZK: bricht vor Präposition ab
zu kurz	test_1199	developing mobile games with a large amount of content delivery	developing mobile games	Previous experience with developing mobile games with a large amount of content delivery and a good sense of F2P game design	bricht vor „with“ ab	ZK: bricht vor Präposition ab
zu lang	test_3035	Generate leads	Generate leads through market and client-research	Generate leads through market and client-research .	hinten „through …“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_343	investigate	communicate and investigate finally..	to gather technical requirements architect solutions estimate timelines deliver and further develop applications communicate and investigate finally.. .	über „and“/liste verbunden (+communicate and)	ZL: Koordination über and
zu lang	test_2011	designing	designing analyzing optimising code	Experienced in designing analyzing optimising code and troubleshooting large-scale distributed systems .	über „and“/liste verbunden (+analyzing optimising code)	ZL: Koordination über and
zu lang	test_3427	open-minded	open-minded approach	Your international experience and open-minded approach enable you to establish collaborative relations to people across professional and cultural borders .	„approach“ dazu	ZL: Modifikator angehängt
zu lang	test_1493	quality and responsibility	awareness of quality and responsibility	High awareness of quality and responsibility	„awareness of“ dazu	ZL: Modifikator angehängt
zu lang	test_2252	Build features	Build features tightly integrated	Build features tightly integrated with location based services	hinten „tightly integrated“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_2445	presentation skills	communication and presentation skills	You have a good understanding of risk assessment tools ( PFMEA process mapping etc. ) You possess good communication and presentation skills in English both written and verbal	über „and“/liste verbunden (+communication and)	ZL: Koordination über and
zu lang	test_2576	market analysis	do market analysis	Perform benchmarking and do market analysis for key positions .	„do“ vorne dazu	ZL: Rahmen links dazu
zu lang	test_3003	establish rapport	establish rapport and bond with a business partner	Ability to establish rapport and bond with a business partner The ability to think outside the box The ability to clearly and professionally present information <ORGANIZATION> is an enthusiastic team of accomplished tech professionals based in <LOCATION> <LOCATION> .	über „and“/liste verbunden (+and bond …)	ZL: Koordination über and
zu lang	test_1093	innovation & engineering practices	solving business problems through innovation & engineering practices	As an experienced member of our Software Engineering Group we look first and foremost for people who are passionate around solving business problems through innovation & engineering practices .	2 gold-spans über „through“ zusammen, xlmr gleich	ZL: Spans verschmolzen
zu lang	test_2774	Deliver Results	Deliver Results Ownership and Implementation	Energetic willing and able to find compromises between multiple and sometimes conflicting interests Strategic mindset Big picture Thinking Deep Dive Customer Obsession Deliver Results Ownership and Implementation .	über „and“/liste verbunden (+Ownership and Implementation)	ZL: Koordination über and
zu lang	test_1679	developing	developing an integral application	You'll have a key role in a digital transformation project for one of our major public sector customers developing an integral application to interface across several other governmental departments .	hinten „an integral application“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_3452	new ideas	lots of new ideas	You are committed and flexible have an innovative mind-set with lots of new ideas are ready to face new challenges and like to take responsibility possess excellent skills to execute and communicate complex research goals are enthusiastic about working at the frontier of catalysis sciences .	„lots of“ dazu	ZL: Modifikator angehängt
zu lang	test_2475	benchmarks	carrying out pricing calculations competitor analysis and benchmarks	In the position as Pricing Specialist you will have an important role by supporting the Electricity Sales team by carrying out pricing calculations competitor analysis and benchmarks .	über „and“/liste verbunden (+… and benchmarks)	ZL: Koordination über and
zu lang	test_2862	motivate and set the direction	motivate and set the direction for your employees?	Can you motivate and set the direction for your employees?	hinten „for your employees?“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_3086	quality design and implementation	quality design and implementation ( supportable maintainable scalable performant secure ) of applications	Responsible for the quality design and implementation ( supportable maintainable scalable performant secure ) of applications delivering business value Ensuring builds are kept green and the code management strategy ( branching ) is closely followed.	hinten „( … ) of applications“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_2322	critical thinking	analytical and critical thinking	Strategic thinker with excellent analytical and critical thinking skills .	über „and“/liste verbunden (+analytical and)	ZL: Koordination über and
zu lang	test_1264	troubleshooting	troubleshooting skills	You have strong troubleshooting skills	„skills“ dazu	ZL: Modifikator angehängt
zu lang	test_2475	pricing calculations competitor analysis	carrying out pricing calculations competitor analysis and benchmarks	In the position as Pricing Specialist you will have an important role by supporting the Electricity Sales team by carrying out pricing calculations competitor analysis and benchmarks .	über „and“/liste verbunden (+carrying out … and benchmarks)	ZL: Koordination über and
zu lang	test_3096	articulate clearly to technical team members	articulate clearly to technical team members during agile ceremonies	Good experience of continual delivery pipeline tools ( Jenkins Ansible . . )  Good verbal communication skills; able to articulate clearly to technical team members during agile ceremonies and to work with product owners in the elaboration of user stories	hinten „during agile ceremonies“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_2315	Coach guide and mentor teams	Coach guide and mentor teams on architecture and technology choices	Coach guide and mentor teams on architecture and technology choices	hinten „on architecture …“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_3363	leading	leading a larger group	and leading a larger group	hinten „a larger group“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_3529	communicate on all levels	communicate on all levels of the organization and with many stakeholders	You are able to communicate on all levels of the organization and with many stakeholders within IT and Business You are an excellent and persuasive communicator and fluent in both spoken and written English Other information Apply online in English for the job at <CONTACT> Please note that we will reply by email .	hinten „of the organization …“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_1626	coaching	supporting and coaching others	* Ability to support the developers in your team leading supporting and coaching others	über „and“/liste verbunden (+supporting and)	ZL: Koordination über and
zu lang	test_2087	prepare strong documentation	prepare strong documentation of your work	Perform developer tests on your own code and peer code reviews as well as prepare strong documentation of your work .	hinten „of your work“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_1739	maintain strong Backend code quality	Ensure to maintain strong Backend code quality with good practices	Ensure to maintain strong Backend code quality with good practices .	„Ensure to“ + „with good practices“ dazu, xlmr gleich	ZL: Rahmen links dazu
zu lang	test_1036	innovation and engineering practices	solving business problems through innovation and engineering practices	As an experienced member of our Software Engineering Group we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices .	2 gold-spans über „through“ zusammen, xlmr gleich	ZL: Spans verschmolzen
zu lang	test_1104	Communicate advanced technical design and solutions	Communicate advanced technical design and solutions to a technical and non-technical audience	• Communicate advanced technical design and solutions to a technical and non-technical audience	hinten „to a … audience“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_2087	Perform developer tests	Perform developer tests on your own code	Perform developer tests on your own code and peer code reviews as well as prepare strong documentation of your work .	hinten „on your own code“ dazu	ZL: Ergänzung rechts angehängt
zu lang	test_1618	managing deployments	managing deployments across various environments	* Knowledge of deployment approaches considerations and challenges of managing deployments across various environments	hinten „across … environments“ dazu	ZL: Ergänzung rechts angehängt
verschoben	test_2082	Lead the design & implementation	design & implementation of our core back-end services	Lead the design & implementation of our core back-end services which allow us to manage the inventory of all our fridges in real time orchestrate the fresh supply chain and sell products to our end customers .	„Lead the“ weg, hinten PP dazu	VS: Haltung weg, PP dazu
verschoben	test_2967	enjoy working in a dynamic environment	working in a dynamic environment with unpredictable duties	In addition you enjoy working in a dynamic environment with unpredictable duties .	haltung vorne weg, hinten PP dazu (xlmr gleich)	VS: Haltung weg, PP dazu
verschoben	test_1396	happy to share your valuable insights	share your valuable insights with customers	You develop an in-depth understanding of the domains and the requirements of individual projects and you are happy to share your valuable insights with customers and offer them professional advice .	haltung vorne weg, hinten PP dazu (xlmr gleich)	VS: Haltung weg, PP dazu
verschoben	test_3110	process plants on board vessels	Start-up and commissioning of machinery and process plants	Start-up and commissioning of machinery and process plants on board vessels .	anderes stück, xlmr gleich	VS: sonstiges
verschoben	test_802	able to explain concepts	explain concepts to others	You're both a good listener and able to explain concepts to others .	haltung vorne weg, hinten PP dazu (xlmr gleich)	VS: Haltung weg, PP dazu
zersplittert	test_1687	providing extraordinary customer service influence impact	providing extraordinary customer service | influence impact	Demonstrated technical aptitude for providing extraordinary customer service influence impact while problem-solving and building customer and partner relationships	liste ohne kommas getrennt	ZS: sonstiges
zersplittert	test_982	Structured and result-oriented way of working	Structured | result-oriented	Structured and result-oriented way of working as well as willingness to learn joy of communication and independent cooperation	an „and“ getrennt	ZS: an and zerteilt
zersplittert	test_2879	enabling your team to deliver in a timely and flawless manner	enabling your team | deliver in a timely and flawless manner	You will focus on enabling your team to deliver in a timely and flawless manner which means that you run or participate in systematic problem solving .	an „to“ getrennt	ZS: sonstiges
zersplittert	test_1566	methodical and reliable approach	methodical | reliable approach	Team player with a methodical and reliable approach to problem solving	an „and“ getrennt	ZS: an and zerteilt
zersplittert	test_3104	support and problem-solving	support | problem-solving	The job entails support and problem-solving aboard vessels or at yards which will include much travel- activity .	an „and“ getrennt	ZS: an and zerteilt
zersplittert	test_3529	persuasive communicator	persuasive | communicator	You are able to communicate on all levels of the organization and with many stakeholders within IT and Business You are an excellent and persuasive communicator and fluent in both spoken and written English Other information Apply online in English for the job at <CONTACT> Please note that we will reply by email .	adj | nomen getrennt ohne grund	ZS: sonstiges
zersplittert	test_2890	work in a structured and targeted manner	structured | targeted manner	You work in a structured and targeted manner you never compromise on quality and you take pride in your team always solving its tasks for the good of the whole department .	an „and“ getrennt	ZS: an and zerteilt
zersplittert	test_2783	work both independently and collaboratively	work | independently and collaboratively on tasks	Your key tasks will be to develop new ideas which create value and manage risk from the sale and purchase of power work both independently and collaboratively on tasks to deliver team objectives coordinate tender responses and participate in contract negotiations build and maintain good working relationships with internal stakeholders and external counterparts take an active role in acquiring knowledge and developing understanding to support team activities .	verb | adverbien getrennt	ZS: sonstiges
zersplittert	test_3357	responsible and professional work ethic?	responsible | professional work ethic?	DO YOU: Love being outdoors all day long come rain or sunshine? Have a desire to create an entertaining & memorable tour for our worldwide visitors? Have a passionate interest in <LOCATION> and want to share your knowledge? Have a responsible and professional work ethic? Want to have a unique workday? If you answered yes to all of the above then you could just be the guide we need! Once you have completed the training to our standard ( read further below) your job responsibilites will include: Being Segway Guide on our various sightseeing & private tours: providing fun informative and engaging tours to tourists ( and locals) .	an „and“ getrennt	ZS: an and zerteilt
zersplittert	test_2599	good humoured	good | humoured	Be good humoured loyal dedicated and flexible .	adj | nomen getrennt ohne grund	ZS: sonstiges
zersplittert	test_889	identify record document thoroughly and track bugs	identify record document thoroughly | track bugs	You will identify record document thoroughly and track bugs .	an „and“ getrennt	ZS: an and zerteilt
zersplittert	test_2951	Receiving recording and referring cases to the appropriate team	Receiving recording | referring cases	Your duties will include: Providing first-line support to <ORGANIZATION> employees worldwide Communicating with and informing users Resolving technical IT issues and providing application support Receiving recording and referring cases to the appropriate team Accurately executing specified procedures This project-specific employment will last for three months initially with the possibility of extension .	an „and“ getrennt	ZS: an and zerteilt
zersplittert	test_1189	Participating in the development of new features and optimizing existing ones	development of new features | optimizing existing	Participating in the development of new features and optimizing existing ones	an „and“ getrennt	ZS: an and zerteilt
zersplittert	test_2989	embrace work load enthusiastically	embrace work load | enthusiastically	You embrace work load enthusiastically and you are comfortable with a fast paced quickly changing work environment with this great mixture of technical and business skills can articulate the vision in the way others will understand and what ‘s more important will follow it .	adverb abgetrennt, xlmr gleich	ZS: sonstiges
zersplittert	test_2483	analytical proactive and structured workstyle	analytical | proactive | structured | workstyle	You must have an analytical proactive and structured workstyle with a high-quality mindset .	liste ohne kommas, alles einzeln	ZS: sonstiges
zersplittert	test_1255	take active part in features discussions and roadmap prioritisation	take active part in features discussions and roadmap | prioritisation	promote new ideas take active part in features discussions and roadmap prioritisation	kompositum „roadmap prioritisation“ getrennt	ZS: sonstiges
